Event ID,Event Name,Event Date,Venue,Ticket Limit,Ticket Limit Info,Segment,Genre,Standard Price Min,Standard Price Max,Product Name,Product Type,City,State,Box Office Information,Open hours,will Call Details,Parking Info,Longitude,Latitude,Average Price,Box Office Phone
vvG1GZ9t9FXV1A,Hamilton (NY),2023-12-09,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1bZ9cnXfSPS,Disney On Ice presents Find Your Hero,2023-12-07,Xcel Energy Center,4,"Discover the hero inside us all when Disney on Ice returns with the magical adventure of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart to Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney on Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes are not permitted for guests 14 years & older. Visit DisneyOnIce.com for more info.",Miscellaneous,Ice Shows,15.0,100.0,Parking - Disney on Ice,Upsell,Xcel Energy Center,Minnesota,Box office phone: (651) 726-8240 Minnesota Wild group sales: (651) 222-WILD Group sales for other events: 651-312-3486 Box office fax: (651) 726-8246 Internet web site: www.xcelenergycenter.com Internet e-mail: info@xcelenergycenter.com,"Regular Box Office Hours (September - April) Monday - Saturday: 10:00 AM - 6:00 PM Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Summer Box Office Hours (May - August) Monday - Friday: 10:00 AM - 6:00 PM Saturday & Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Based on the Xcel Energy Center event schedule, closing times may be extended. The box office may be closed on holidays.","Will Call windows open 90 minutes prior to the event and will remain open through the second period for Minnesota Wild games. Will Call is located in the main lobby of Gate 1 at Xcel Energy Center. Tickets are released only to the person whose name appears on the Ticketmaster account or will call envelope. No one will be given tickets designated for another person. Proper photo identification is required, and purchasing credit card, if applicable. A signature from the person authorized to pick up the tickets will be obtained at the time of pick up.",Xcel Energy Center is serviced by two parking ramps (RiverCentre and Kellogg) directly connected to the complex. For most Xcel Energy Center events pre-paid parking is available in the RiverCentre ramp. Please visit the event page of the specific event you are attending to purchase pre-paid parking. - The Saint Paul RiverCentre ramp is situated across from Saint Paul RiverCentre/Xcel Energy Center with the entrance located on the south side of Kellogg Boulevard. - The Kellogg ramp is below Saint Paul RiverCentre with the entrance located on the north side of Kellogg Boulevard. There are numerous other places to park in downtown St. Paul in both covered parking ramps and open lots. Detailed information is available at http://www.xcelenergycenter.com/plan-your-visit/parking.,-93.10121819,44.94489438,57.5,651726-8240
vvG1jZ9tp8QsDa,Hamilton (Chicago),2023-11-15,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,39.0,179.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,109.0,312977-1700
vvG1jZ9tp8X3vt,Hamilton (Chicago),2023-12-30,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,69.0,229.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,149.0,312977-1700
G5vbZ9cLQZU2q,Pittsburgh Penguins vs. Edmonton Oilers,2024-03-10,PPG Paints Arena,8,"Promotion: Her Hockey Day presented by 84 Lumber Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",Sports,Hockey,75.0,499.0,PARKWHIZ PPG PAINTS ARENA,Upsell,PPG Paints Arena,Pennsylvania,412-642-1800,"The Box Office will only be open on event days. Monday - Friday at 10am & Saturday - Sunday at 12pm. On an event day, the Box Office hours vary. Hours are subject to change as a result of event times, holidays or inclement weather. Please call 412-642-1800 for more information.",Not Available,Parking is available in the PPG Paints Arena lots as well as the PPG Paints Arena Garage for non-hockey events. Event parking rates vary. Check your event information page or email info@ppgpaintsarena.com for specific parking rates. Charter and school busses park for free on the street (follow directions of event staff).,-79.9908551,40.4388401,287.0,412-642-1800
vvG17Z9cLmDMCF,Boston Bruins vs. Winnipeg Jets,2024-01-22,TD Garden,8,Not Available,Sports,Hockey,95.0,1565.5,TD Garden Event Parking North Station Garage - Bruins vs. Jets,Parking,TD Garden,Massachusetts,General Info Number:(617) 624-1000 Group Sales (only!): (617) 624-1805/1806 Bruins (617) 624-BEAR (Groups = 25+) Celtics (617) 523-3030 (Groups = 20+) Please do not contact Group Sales regarding sold out games!,"TD Garden - Boston | Tickets, Schedule, Seating Chart, Directions (ticketmaster.com) The box office will open 2 hours prior to an event and remain open until one hour after the event begins. Please note the TD Garden Box Office does not sell tickets at the public on sale. All tickets should be purchased via www.ticketmaster.com *Hours subject to change",Pick up tickets starting 2 hours prior to event time. Customer must present the actual credit card used to place order and a photo I.D.,Park under The TD Garden in the new garage or in one of the several lots around the building.,-71.060724,42.365841,830.25,617624-1000
vvG1GZ9t917V5K,Hamilton (NY),2023-11-22,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t9FcVag,Hamilton (NY),2023-11-18,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1fZ9mL3wKan,Disney On Ice presents Into the Magic,2023-12-07,Covelli Centre,4,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! Note Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,20.0,80.0,Frozen Fun With Anna & Elsa: 6:00pm,VIP,Covelli Centre,Ohio,The box office phone number is 330-746-5600.,The box office hours are 10:00am to 5:00pm Monday through Friday.,The box office is located at 229 East Front Street and the main entrance to the centre.,"Parking for guests attending all events at the Covelli Centre is available at the USA Federal Garages located at the corner of Federal Plaza East and Champion Street, one block north of the Covelli Centre. Each garage has a limited number of designated spaces to accommodate vehicles with the appropriate international handicap access symbol. These spaces are available on a first come, first served basis. Limited space (with 9'6"" clearance) is available for vans in these garages.Other parking options include a variety of surface lots located within a five to ten minute walk of the Centre. Be advised that they do charge for parking and are in no way connected with or responsible to the Covelli Centre. Park there at your own risk.",-80.649337,41.095669,50.0,330-746-5600
vvG1HZ9YN-TJHW,Portland Trail Blazers vs. Toronto Raptors,2024-03-09,Moda Center,4,"Bags and full-length umbrellas are not allowed in the arena. Exclusions apply for medical bags, children's bags and clutches 5X8"" or smaller. Bag check is available.",Sports,Basketball,45.0,3900.0,East/West Garage Parking for Trail Blazers,Parking,Moda Center,Oregon,Box Office: (503) 797-9619 Group Sales: (503) 963-4400,Monday - Friday: 10am - 5pm Saturday and Sunday hours vary.,Tickets held at will call can be picked up on the day of the performance at the box office beginning 2 hours prior to the event. The customer must present valid form of picture identification and the credit card used for purchase.,"On-site parking at the Garden Garage, the East/West Broadway Garages, and at all times for restaurant and retail parking at the One Center Court Garage. Parking may be purchased in advance at all Ticketmaster Ticket Center locations or by Charge-By-Phone: 800-745-3000.",-122.66645813,45.53118896,1972.5,503797-9619
vvG1OZ9c9dlNw1,Detroit Red Wings vs. Vancouver Canucks,2024-02-10,Little Caesars Arena,2,"Bags, Purses, Clutches larger than 4"" x 6"" x 1.5"" are prohibited. Diaper Bags and Medical Bags are permitted and should be no larger than 14"" x 14"" x 6"". The venue is CASHLESS. All tickets are MOBILE. Please download the Ticketmaster App to view and manage your tickets. Please plan to arrive early to reduce your wait time to enter the venue.",Sports,Hockey,75.0,391.0,PARKWHIZ LITTLE CAESARS ARENA,Upsell,Little Caesars Arena,Michigan,Box Office Phone Number: (313) 471-7929,"The Xfinity Box Office at Little Caesars Arena is open Monday thru Friday, from 11:00am to 5:30pm, and also on Event Days from 11:00am until Intermission.",Not Available,Not Available,-83.055434,42.341089,233.0,313471-7929
G5eVZ9R3LTdHY,Carolina Hurricanes vs. Detroit Red Wings,2024-01-19,PNC Arena,4,7.25% Sales Tax will be added on top of the ticket price.,Sports,Hockey,38.0,312.0,PARKWHIZ PNC ARENA,Upsell,PNC Arena,North Carolina,PNC Arena Ticket Office presented by Ticketmaster.com: 919.861.2323 PNC Arena and Carolina Hurricanes Business Office: 919.861.2300,"PNC Arena Ticket Office hours: Tuesday through Thursday, 10AM to 4PM. Closed Friday through Monday, unless an event is taking place the Ticket Office will open at 12PM. On event days, the Ticket Office will be open through the start of the event. PNC Arena Ticket Office is located at the south end of the building, directly across from Carter Finley Stadium.",Not Available,"There is ample parking surrounding the complex, including accessible parking. Prices vary by event. A total of 8,000 spaces are available.",-78.722936,35.803242,175.0,Not Available
vvG1GZ9t917V5P,Hamilton (NY),2023-11-24,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t968KMi,Hamilton (NY),2023-12-08,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,109.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,179.0,212221-1211
vvG1jZ9tp80vHw,Hamilton (Chicago),2023-11-28,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,39.0,179.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,109.0,312977-1700
vvG1FZ9cRpQa6F,New Jersey Devils vs. Detroit Red Wings,2023-12-23,Prudential Center,4,Doors open 90 minutes prior to puck drop.,Sports,Hockey,81.0,720.0,Green Lot Parking,Parking,Prudential Center,New Jersey,"(973) 757-6000 The Prudential Center Box Office is located inside the arena near the corner of Mulberry Street and Edison Place. Guests can enter from the corner of Mulberry Street and Edison Place, next to the Investors Bank Tower.","The Box Office is open Monday through Friday: 11am to 5pm. We are closed each Saturday and Sunday, with the exception of an event on one of those days, in which case we will open at 11am. Please visit www.prucenter.com/box-office for more information, or adjusted hours.",Tickets purchased in person at the box office are sent via text message at the windows.,"For a list of parking lots available and additional parking information visit prucenter.com/parking. To purchase advance parking, visit prucenter.clickandpark.com.",-74.17121214,40.73340555,400.5,973757-6000
vvG1GZ9t9eDS6B,Hamilton (NY),2023-11-15,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,99.0,229.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,164.0,212221-1211
vvG1GZ9t917V5E,Hamilton (NY),2023-11-24,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
k7vGF9cl5e4J6,Buffalo Sabres vs. Detroit Red Wings,2023-12-05,KeyBank Center,4,"Please Note: KEYBANK CENTER BAG POLICY: ALL BAGS, BACKPACKS, AND PURSES ARE PROHIBITED",Sports,Hockey,20.0,900.0,KeyBank Center Parking,Parking,KeyBank Center,New York,1-888-467-2273,Monday through Friday 9:00AM-5:00PM Saturday 10:00AM - 2:00PM (October - March) Monday through Saturday Event days 9:00AM through the end of the event Sunday EVENT DAYS ONLY 10:00AM through the end of the event,"Will call is not available for all events. Mobile tickets should be forwarded to guests. When available, will call is located at the Box Office windows in the KeyBank Center pavilion.",Ramp parking is available in attached KeyBank Center Ramp and LECOM Harborcenter Ramp. Surface lot parking is available on Mississippi St & Baltimore Street. https://keybankcenter.com/page/parking,-78.8762239,42.874941,460.0,888-467-2273
vvG1GZ9t91L0Qv,Hamilton (NY),2023-12-30,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1jZ9tp8ivXa,Hamilton (Chicago),2023-12-08,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,49.0,149.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,99.0,312977-1700
G5vbZ9YlcKSI7,Disney On Ice presents Find Your Hero,2024-03-01,PPG Paints Arena,4,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,25.0,110.0,PARKWHIZ PPG PAINTS ARENA,Upsell,PPG Paints Arena,Pennsylvania,412-642-1800,"The Box Office will only be open on event days. Monday - Friday at 10am & Saturday - Sunday at 12pm. On an event day, the Box Office hours vary. Hours are subject to change as a result of event times, holidays or inclement weather. Please call 412-642-1800 for more information.",Not Available,Parking is available in the PPG Paints Arena lots as well as the PPG Paints Arena Garage for non-hockey events. Event parking rates vary. Check your event information page or email info@ppgpaintsarena.com for specific parking rates. Charter and school busses park for free on the street (follow directions of event staff).,-79.9908551,40.4388401,67.5,412-642-1800
vvG1GZ9t9FB0aW,Hamilton (NY),2023-12-02,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG10Z9ch10NhL,Anaheim Ducks vs. Seattle Kraken,2023-12-23,Honda Center,4,Not Available,Sports,Hockey,51.0,574.0,Not Available,Not Available,Honda Center,California,"Box office phones are answered during regular box office hours. Please note, the box office does not sell tickets by phone. Call (714) 704-2500 for general information","Monday through Friday 10am to 3pm. The box office will remain open through the beginning of weeknight events. On event Saturdays and event Sundays, the box office will open three (3) hours prior to the event and remain open through the beginning of the event. The box office is located on the east side of the building, near the East Entrance, facing the Santa Ana riverbed.","A photo ID matching the name the tickets are placed under is required. VIP, Artist, Promoter, or other special will call requirements and locations are subject to change. Will call windows are located at the Box Office. Will call is generally available beginning 1-1/2 hours prior to the event, and closes after the start of the event (after the first intermission for Anaheim Ducks games). Late pick up will be available at the East Entrance after the box office closes.","We encourage guests to consider walking, biking, taking public transit, or carpooling to avoid traffic, save on gas and parking, and reduce your carbon footprint. General Parking: $25.00 Preferred Parking (if available): $35.00 Limo/RV/Bus Parking: $50.00. Additional information available at https://www.hondacenter.com/plan-your-visit/parking-directions/",-117.87653112,33.80780364,312.5,714704-2500
vvG1GZ9t9a771J,Hamilton (NY),2023-12-16,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t9ae016,Hamilton (NY),2023-12-09,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t9kYKM6,Hamilton (NY),2023-11-12,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,109.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,179.0,212221-1211
vvG10Z9cr8Jx1b,Anaheim Ducks vs. Vegas Golden Knights,2023-12-27,Honda Center,4,Not Available,Sports,Hockey,60.0,669.0,Not Available,Not Available,Honda Center,California,"Box office phones are answered during regular box office hours. Please note, the box office does not sell tickets by phone. Call (714) 704-2500 for general information","Monday through Friday 10am to 3pm. The box office will remain open through the beginning of weeknight events. On event Saturdays and event Sundays, the box office will open three (3) hours prior to the event and remain open through the beginning of the event. The box office is located on the east side of the building, near the East Entrance, facing the Santa Ana riverbed.","A photo ID matching the name the tickets are placed under is required. VIP, Artist, Promoter, or other special will call requirements and locations are subject to change. Will call windows are located at the Box Office. Will call is generally available beginning 1-1/2 hours prior to the event, and closes after the start of the event (after the first intermission for Anaheim Ducks games). Late pick up will be available at the East Entrance after the box office closes.","We encourage guests to consider walking, biking, taking public transit, or carpooling to avoid traffic, save on gas and parking, and reduce your carbon footprint. General Parking: $25.00 Preferred Parking (if available): $35.00 Limo/RV/Bus Parking: $50.00. Additional information available at https://www.hondacenter.com/plan-your-visit/parking-directions/",-117.87653112,33.80780364,364.5,714704-2500
vvG1GZ9t91hf_9,Hamilton (NY),2023-12-28,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t91qf_D,Hamilton (NY),2023-12-29,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t9Fs7aM,Hamilton (NY),2023-11-18,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t917V5r,Hamilton (NY),2023-11-22,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG17Z9cLmT9CJ,Boston Bruins vs. Seattle Kraken,2024-02-15,TD Garden,8,Not Available,Sports,Hockey,145.0,1565.5,TD Garden Event Parking North Station Garage - Bruins vs. Kraken,Parking,TD Garden,Massachusetts,General Info Number:(617) 624-1000 Group Sales (only!): (617) 624-1805/1806 Bruins (617) 624-BEAR (Groups = 25+) Celtics (617) 523-3030 (Groups = 20+) Please do not contact Group Sales regarding sold out games!,"TD Garden - Boston | Tickets, Schedule, Seating Chart, Directions (ticketmaster.com) The box office will open 2 hours prior to an event and remain open until one hour after the event begins. Please note the TD Garden Box Office does not sell tickets at the public on sale. All tickets should be purchased via www.ticketmaster.com *Hours subject to change",Pick up tickets starting 2 hours prior to event time. Customer must present the actual credit card used to place order and a photo I.D.,Park under The TD Garden in the new garage or in one of the several lots around the building.,-71.060724,42.365841,855.25,617624-1000
Z7r9jZ1AdPsA4,Iowa Wild vs. Tucson Roadrunners,2024-02-09,Wells Fargo Arena - Des Moines,50,Not Available,Sports,Hockey,0.0,0.0,Not Available,Not Available,Wells Fargo Arena,Iowa,Not Available,Not Available,Not Available,Not Available,-93.629204,41.583599,0.0,Not Available
